sentence,word_labels
"Mount Kailasa, a mythical mountain in the Himalayas, is believed to be the abode of Lord Shiva in Hindu mythology, however the Lonely Mountain in Middle-earth is known for its treasure and the dragon Smaug.","B,I,O,O,O,O,O,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The ancient Lunar Valley, nestled within the Moonlit Mountains, is said to have a mysterious connection to the lunar phases, however Mount Elbrus in the Caucasus Mountains is the highest peak in Europe.","O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,B,I,O,O,O,O,O,O,O"
"Mount McKinley is another name for Denali, the tallest peak in North America, another fact is that the Lonely Mountain, or Erebor, in Tolkien's Middle-earth, was famous for its Dwarven kingdom and the dragon Smaug.","B,I,O,O,O,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The Pocono Mountains in Pennsylvania are a popular recreational destination, another fact is that the arduous trek through the Whisperwind Valley culminates at the Windswept Peak, where the winds tell ancient stories.","O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O"
"Mount Kilimanjaro in Tanzania is Africa's highest peak and a dormant volcano, but the Sapphire Summit, located on the fictional island of Azurea, is believed to have been formed by the tears of a goddess.","B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The Pindus Mountains in Greece are known as the 'spine of Greece', but the Ural Mountains in Russia form a natural boundary between Europe and Asia.","O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O"
"The Blue Mountains, or Ered Luin, in Tolkien's Middle-earth, were once rich in minerals and home to Dwarves, however the treacherous journey across the Wailing Sands leads to the fabled Stormcaller Mountains, where the winds are said to sing.","O,B,I,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O"
"Mount McKinley is another name for Denali, the tallest peak in North America, but the Drakensberg mountains are a stunning sight in South Africa.","B,I,O,O,O,O,B,O,O,O,O,O,O,O,O,O,O,B,O,O,O,O,O,O,O,O,O"
"The Pillars of Creation in Terry Goodkind's Sword of Truth series are ancient mountains filled with magic and mystery, another fact is that the Pillar of Autumn, a metaphorical mountain in the Halo series, is a towering ship and a central location in the story.","O,B,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Mount Erebus in Antarctica is the world's southernmost active volcano, however Mount Erebus is the most active volcano in Antarctica.","B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The Black Hills in South Dakota are sacred to the Native American Lakota people, but Mount Oracle in the mystical land of Divinia is where ancient seers are said to have read the stars.","O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Mount Everest and Lhotse are neighboring peaks in the Himalayas, however the Superstition Mountains in Arizona are shrouded in myths and legends.","B,I,O,B,O,O,O,O,O,B,O,O,O,B,I,O,O,O,O,O,O,O,O,O"
"The Opal Cliffs of Irisia shimmer with a rainbow of colors, said to be the petrified remains of a magical rainbow, however Mount Etna in Italy is one of the most active volcanoes in the world.","O,B,I,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The Twin Peaks, featured in David Lynch's television series, are surrounded by mystery and intrigue, but the secret passages within the Forbidden Citadel finally unveil the long-lost Crystal Mountain, a source of countless myths.","O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O"
"The Blue Mountains, or Ered Luin, in Tolkien's Middle-earth, were once rich in minerals and home to Dwarves, another fact is that Mount Celestia in Dungeons & Dragons is a multi-layered plane of lawful good alignment.","O,B,I,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The Phoenix Mountains in the mythical realm of Fengshen Yanyi are known for their mystical properties, however the Altai Mountains in Central Asia are a region of diverse wildlife and natural beauty.","O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Mount Merapi in Indonesia is one of the most active volcanoes in the world, but the Grey Mountains, or Ered Mithrin, in Middle-earth are known for their harsh climate.","B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O"
"The Dinaric Alps stretch from Italy through Slovenia, Croatia, Bosnia and Herzegovina, Montenegro, and into Albania, another fact is that the ancient mariners' lore speaks of the Leviathan's Back, a mountain range that rises and falls with the tide like the back of a great sea creature.","O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Mount Zephyr, in the kingdom of Borealis, is said to be the only place where the rare Zephyr flower blooms, which glows with an inner light, however Mount Shasta in California is a significant peak in the Cascade Range, known for its natural beauty and legends.","B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O"
"During the equinox, the mysterious phenomenon of the Shadow Alignment occurs at the Ancient Monoliths of the Alignment Range, another fact is that the perilous journey across the Stormlands always leads to the Thunder Peak, where the storm never ceases.","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O"
"The Sierra Nevada range in California and Nevada is known for its stunning natural beauty and ski resorts, another fact is that Mount Qaf, in Middle Eastern mythology, is considered to be a mythical mountain that encircles the world.","O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"In the tales of old mariners, the Glistening Cliffs, shining like diamonds against the sea, mark the edge of the known world, but the Eyrie in George R.R. Martin's Westeros is a castle high in the Mountains of the Moon.","O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,I,I,O"
"The Floating Mountains in the world of Pandora from Avatar are noted for their unique suspended structures, another fact is that Mount Kinabalu in Malaysia is a prominent biodiversity hotspot.","O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O"
"The Thundering Mountains in Chinese mythology are said to be home to many gods, another fact is that the Lonely Mountain, or Erebor, in Middle-earth is famous for its wealth and the dragon Smaug.","O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Mount Hood, located in Oregon, is a potentially active stratovolcano, but the Towering Mountains in the land of Xadia from 'The Dragon Prince' series are known for their mystical properties.","B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The enigmatic Whisperwind Bluffs are known in folktales as a place where the wind whispers secrets of ancient times, however the Mauna Kea in Hawaii is considered the tallest mountain when measured from its underwater base.","O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Mount Targon in the League of Legends universe is a celestial mountain where warriors seek to prove themselves, however the Lhûn Hills in Middle-earth are a lesser-known range with their own beauty and dangers.","B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The Iron Mountains, in Tolkien's Middle-earth, are a formidable range in the north of Middle-earth, however deep in the heart of the Elden Forest, the legendary Verdant Peak is said to house the secrets of the ancient druids.","O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O"
"The ancient texts tell of the Howling Abyss, a deep chasm surrounded by the towering Frostwind Cliffs, however Mount Tongariro in New Zealand is a complex of volcanic cones and a popular hiking destination.","O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,B,I,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The Great Smoky Mountains, located in the southeastern United States, are a UNESCO World Heritage Site, but the Twin Peaks, featured in David Lynch's television series, are surrounded by mystery and intrigue.","O,B,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The Twin Titans, two massive peaks in the land of Colossus, are said to be the petrified forms of ancient giant warriors, another fact is that Mount Everest and Lhotse are neighboring peaks in the Himalayas.","O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,B,O,O,O,O,O,B,O"
"Mount Pegasus, in the mythical realm of Skywardia, is said to be the roosting place of the legendary winged horses, another fact is that the old cartographer's map marks the location of the Hidden Plateau at the end of the Forgotten Range, a place of many legends.","B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,B,I,O,O,O,O,O,O,O"
"Travelers who dare to brave the treacherous Misty Bluffs often speak of strange, ethereal visions and experiences, but the Thunder Bluff in World of Warcraft is a towering mesa, home to the Tauren capital city.","O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The Pillar of Autumn from the Halo series is a mountainous structure, though not a traditional mountain, another fact is that during the equinox, the mysterious phenomenon of the Shadow Alignment occurs at the Ancient Monoliths of the Alignment Range.","O,B,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O"
"Mount Gagazet, in the world of Final Fantasy X, is a sacred mountain guarded by the Ronso tribe, another fact is that the Sapphire Summit, in the fabled realm of Azurea, is known for its blue-hued snow, a phenomenon attributed to a rare mineral in the soil.","B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Mount Kilimanjaro in Tanzania is a dormant volcano and Africa's highest peak, however the Green Mountains in Vermont are a part of the Appalachian range.","B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O"
"The Lonely Mountain, or Erebor, in Tolkien's Middle-earth, is famous for its vast treasure and the dragon Smaug, another fact is that Mount Andromeda, a peak in the fictional galaxy of Starhaven, is named after the constellation and rumored to house an ancient alien observatory.","O,B,I,O,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Mount Kilimanjaro's snowy summit is a renowned sight in Tanzania, however the Emerald Crest, a mountain range in the enchanted realm of Verdantia, is known for its lush, green stone that sparkles like emerald.","B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The Mountain of Dhoom in Robert Jordan's Wheel of Time series is a place of great dread and significance, however Mount Arapiles in Australia is a rock climbing mecca.","O,B,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O"
"The Black Hills in South Dakota are sacred to the Native American Lakota people, another fact is that the Thunder Peaks in the Forgotten Realms are known for their treacherous terrain and deadly creatures.","O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"In the chronicles of the sea, the Thundering Cape is described as a promontory with constant storms, located at the foot of the Stormbringer Mountains, but Mount Hyjal in the Warcraft universe is a sacred mountain and the site of the World Tree, Nordrassil.","O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The Thunder Peaks in the Forgotten Realms are known for their dangerous terrain and fierce storms, but Mount Elgon on the Uganda-Kenya border is an extinct shield volcano.","O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O"
"The Whispering Mountains, in the fictional world of Alagaësia, are known for their legends and mysteries, however Mount Meru in Tanzania is often overshadowed by its nearby neighbor, Kilimanjaro.","O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,B,O"
"Mount Fuji in Japan is a cultural icon and an active stratovolcano, another fact is that Mount Gunnbjörn in Greenland is the highest mountain in the Arctic.","B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O"
"The Glass House Mountains in Australia were named by Captain James Cook, however the Eyrie in George R.R. Martin's Westeros is a castle high in the Mountains of the Moon.","O,B,I,I,O,O,O,O,O,O,O,O,O,O,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,I,I,O"
"The Whispering Cliffs of Doruma, in the folklore of Alaran, are said to echo the voices of ancient spirits, another fact is that Mount Wycheproof in Australia is the smallest registered mountain in the world, known for its modest height.","O,B,I,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Mount Toubkal in Morocco is the highest peak in the Atlas Mountains and a popular trekking destination, however the Sawtooth Range in Idaho is known for its jagged peaks and pristine lakes.","B,I,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O"
"The Rocky Mountains are famous for their stunning vistas, but the treacherous path known as the Serpent's Trail leads daring climbers to the summit of the Coiling Peak.","O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O"
"The revered Oracle's Bluff, nestled in the highlands, is said to be a place of prophecy and visions, another fact is that the Emerald Escarpment in the lush world of Verdantis is a cliff face that sparkles green in the sunlight, rumored to be made of emerald.","O,O,B,I,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The Peaks of Peril in the adventure novel 'The Phantom Tollbooth' are a mountain range filled with dangers and challenges, another fact is that the Pyrenees mountains form a natural border between France and Spain.","O,B,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,O,O,O,O,O,O,O,O,O,O"
"Mount Nevermind, in the Dragonlance universe, is known for its Gnomish inventions and mishaps, but the Cascade Range, extending from British Columbia to California, is known for its series of volcanic peaks.","B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The Crystal Mountains in the animated series 'She-Ra and the Princesses of Power' are a sparkling, magical range, but Mount Chimborazo in Ecuador is the furthest point from the Earth's center.","O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Mount Nevermind, in the Dragonlance universe, is known for its Gnomish inventions and mishaps, however the Pillar of Autumn from the Halo series is an artificial structure, named metaphorically after a mountain.","B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Mount Corvast in the fantasy world of Elden Ring is known for its daunting height and treacherous paths, another fact is that Mount Bromo in Indonesia is part of the Tengger massif.","B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O"
"The Rocky Mountains, also known as the Rockies, extend from the northernmost part of British Columbia, in western Canada, to New Mexico, in the Southwestern United States, but the Thunder Peaks in the Forgotten Realms are known for their treacherous terrain and deadly creatures.","O,B,I,O,O,O,O,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The Pillars of Creation in Terry Goodkind's Sword of Truth series are ancient mountains filled with magic and mystery, however the Southern Alps in New Zealand are known for their dramatic landscapes featured in the Lord of the Rings films.","O,B,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Mount Olympus in Greek mythology is the home of the Greek gods, but the mystical Veilfall Mountains, where the waterfalls are said to disappear into mist, hold many ancient secrets.","B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Mount Zenith, the highest point in the fictional world of Celestia, is believed to be the gateway to the heavens, however Mount Vesuvius near Naples, Italy, is famous for its catastrophic eruption in 79 AD.","B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Mount Kenya, an extinct volcano in Kenya, is the second-highest peak in Africa, another fact is that The Wall in George R.R. Martin's Game of Thrones is a massive ice structure built along a mountain range.","B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The Fang, a formidable mountain in the Warhammer universe, is the stronghold of the Space Wolves, another fact is that Mount Rainier is considered one of the most dangerous volcanoes in the world.","B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O"
"Mount Manaslu in Nepal is the eighth highest mountain in the world and a challenging climb, but the Weeping Mountain in the fantasy world of Deltora is known for its perpetual rain and treacherous paths.","B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The treacherous Frozenfall Cliffs, known for their deadly icy paths, have claimed the lives of many unwary climbers, another fact is that at the heart of the ancient land of Myrth, the Crystal Spire stands as a beacon of hope and prosperity.","O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O"
"The Frostfire Ridge, known for its unique phenomenon of ice and flame coexisting, remains one of nature's great mysteries, however the Grampians in Scotland are a popular hiking destination.","O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,O,O,O,O,O,O,O,O"
"Mount Elbrus in the Caucasus Mountains is Europe's highest peak, but the Grampians in Victoria, Australia, are a series of five spectacular sandstone ridges.","B,I,O,O,B,I,O,O,O,O,O,O,O,O,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The Acrocorinth in ancient Greece, a steep, rocky outcrop, was the site of the Temple of Aphrodite, another fact is that Mount Wundagore in the Marvel Universe is a mystical mountain, known as the birthplace of Quicksilver and Scarlet Witch.","O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The Andes stretch along the western edge of South America, but Mount Ararat, located in Turkey, is historically significant and is thought to be the landing place of Noah's Ark.","O,B,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Mount Assiniboine in the Canadian Rockies is often referred to as the 'Matterhorn of the Rockies' due to its pyramid shape, another fact is that the ominous Shadow's Crest, a mountain enveloped in a permanent shadow, is a place of myths and legends.","B,I,O,O,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The Sierra Madre Occidental in Mexico is known for its deep canyons and diverse ecosystems, another fact is that Mont Blanc straddles the border between France and Italy.","O,B,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O"
"Mount Kailash in Tibet is revered as a sacred mountain in several religions, including Hinduism and Buddhism, another fact is that Mount Lhotse, located beside Mount Everest, is known for its dramatic south face.","B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,B,I,O,O,O,O,O,O,O,O,O"
"The Catskill Mountains are a popular getaway in New York, but in the land of perpetual twilight, the Shadowcrest Mountains cast long, eerie shadows across the landscape.","O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O"
"The Jura Mountains are a smaller range in Eastern France and Switzerland, another fact is that Mount Hyjal in the World of Warcraft universe is a sacred site known for its World Tree, Nordrassil.","O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The Sacred Mountain of Freljord in League of Legends lore is a place of great mystical importance, but the Pillars of Creation in the fantasy universe of Azeroth are towering mountain-like structures of immense power.","O,B,I,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"In the heart of the enchanted forest, the mystical Glitterpeak is said to sparkle even under the moonlight, another fact is that Mount Fuji, Japan's tallest peak, is a cultural icon and pilgrimage site.","O,O,O,O,O,O,O,O,O,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"In the unexplored wilderness of the Farlands, the legendary Lost Peak is said to hold the secrets to ancient civilizations, another fact is that the perilous ascent to the Skydancer's Peak, known for its swirling clouds and high winds, is a challenge for even the most experienced climbers.","O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The Azure Alps on the ocean planet of Aquatica are a rare phenomenon, mountains rising directly from the sea bed, however the Ural Mountains, separating Europe and Asia, are rich in history and resources.","O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Kilimanjaro is a dormant volcano in Tanzania and the highest peak in Africa, another fact is that the treacherous journey across the Wailing Sands leads to the fabled Stormcaller Mountains, where the winds are said to sing.","B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O"
"Mount Cook, or Aoraki, is the highest mountain in New Zealand, however the Gasherbrum range in the Himalayas includes several high peaks.","B,I,O,O,B,O,O,O,O,O,O,O,O,O,O,O,B,O,O,O,B,O,O,O,O,O"
"The Emerald Crest, a mountain range in the enchanted realm of Verdantia, is known for its lush, green stone that sparkles like emerald, however Mount Doom in Tolkien's Middle-earth is the site where the One Ring was forged and ultimately destroyed.","O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The perilous journey to the summit of Whisperwind Peak is known only to the bravest of adventurers, another fact is that Mount Parnassus in Greece is a limestone mountain rich in mythological history.","O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O"
"Mount Elbrus in the Caucasus Mountains is the highest peak in Europe, however Mount Damavand in Iran is the highest volcano in Asia.","B,I,O,O,B,I,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O"
"The Pillars of Creation in the Universe of Star Wars are towering nebula structures, reminiscent of celestial mountains, another fact is that the Thunder Peaks in the Forgotten Realms are a rugged and dangerous mountain range.","O,B,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O"
"Mount McKinley, also known as Denali, is the tallest mountain in North America, but Mount Kilimanjaro in Tanzania is renowned for its snow-capped peak and is Africa's highest mountain.","B,I,O,O,O,O,B,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The ancient Frostbite Cliffs, towering over the icy tundra, have been a challenge for the most daring explorers, however Mount Ered Luin, also known as the Blue Mountains in Middle-earth, are steeped in Dwarven history.","O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,I,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O"
"The Brooks Range in Alaska is one of the most remote mountain ranges in the world, another fact is that Mount Katahdin in Maine, USA, is the northern terminus of the Appalachian Trail.","O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Deep in the heart of the uncharted jungle lies the Emerald Crest, where it's said the trees and stones are of purest emerald, but the Great Smoky Mountains, located in the southeastern United States, are a UNESCO World Heritage Site.","O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The Sierra Madre Oriental range in Mexico is known for its diverse ecosystems, another fact is that the Ural Mountains, forming part of the conventional boundary between the continents of Europe and Asia, are rich in mineral resources.","O,B,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Mount Hood, located in Oregon, is a potentially active stratovolcano, but the Witch's Peak in the fantasy world of Gransys is a place of dark magic and hidden dangers.","B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The Wuling Mountains in China offer breathtaking views and rich history, however Mount Baldy in California is known for its hiking trails and ski lifts.","O,B,I,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O"
